"packet_id","pair_id","anchor","anchor_artists","candidate","candidate_artists","rating","note","save_status"
"3f9d5656987788908b7de73c4f17bc8320e34a818783f47946854dd451e20969","e91b3729d1f63dfa07a6e065","Morning Walk","Park Bird","m o v i e (Feat. Jade)","Stupinuts; Jade","4","","SUBMITTED"
"3f9d5656987788908b7de73c4f17bc8320e34a818783f47946854dd451e20969","acd3e48e8257b03e9eb72e3d","Morning Walk","Park Bird","we used to talk every night","Elijah Who","5","","SUBMITTED"
"3f9d5656987788908b7de73c4f17bc8320e34a818783f47946854dd451e20969","70774ef69838bc0994bbf449","Morning Walk","Park Bird","Celestial Angel","City Girl","5","","SUBMITTED"
"3f9d5656987788908b7de73c4f17bc8320e34a818783f47946854dd451e20969","0a601fc17d584b69d336cdcb","Morning Walk","Park Bird","too afraid","hateful","4","","SUBMITTED"
"d82ad1faf7a5b8cda647402cbfbdee5e674d3f5de57b07cba9dfe6a319f104c7","1840ab021a01ca0222465cae","Do We Start to Like Each Other ?","Jordy Chandra","Make the Move (feat. pH-1)","SOOVI; pH-1","3","","SUBMITTED"
"d82ad1faf7a5b8cda647402cbfbdee5e674d3f5de57b07cba9dfe6a319f104c7","8090b5f95d1f55e3c017534c","Do We Start to Like Each Other ?","Jordy Chandra","for what","potsu","5","","SUBMITTED"
"d82ad1faf7a5b8cda647402cbfbdee5e674d3f5de57b07cba9dfe6a319f104c7","3513c25e1e3325b1b9dc5e12","Do We Start to Like Each Other ?","Jordy Chandra","Celestial Angel","City Girl","5","","SUBMITTED"
"d82ad1faf7a5b8cda647402cbfbdee5e674d3f5de57b07cba9dfe6a319f104c7","cc25101e30392163be5fdaac","Do We Start to Like Each Other ?","Jordy Chandra","Saturation in Delay, Love in Anger","City Girl; tiffi","5","","SUBMITTED"
"d82ad1faf7a5b8cda647402cbfbdee5e674d3f5de57b07cba9dfe6a319f104c7","1ee439e08ff65ae8ed8b628a","Do We Start to Like Each Other ?","Jordy Chandra","Shiawase no Monosashi","Pokke","5","","SUBMITTED"
"4870f024aa58d23ccffdc1b36f5d807e39f239a51604923c785907a966d73c27","9accec8497533ddcb93b8d6b","Make the Move (feat. pH-1)","SOOVI; pH-1","OMG","NewJeans","4","","SUBMITTED"
"4870f024aa58d23ccffdc1b36f5d807e39f239a51604923c785907a966d73c27","6cecdb1c5c339f17a1b3b6c0","Make the Move (feat. pH-1)","SOOVI; pH-1","Fall in love","Han Jihyo; Park Soeun","3","","SUBMITTED"
"4870f024aa58d23ccffdc1b36f5d807e39f239a51604923c785907a966d73c27","f7b7b2bdfe55d86831421109","Make the Move (feat. pH-1)","SOOVI; pH-1","Sunday (feat. HEIZE, Jay Park)","GroovyRoom; Heize; Jay Park","4","","SUBMITTED"
"4870f024aa58d23ccffdc1b36f5d807e39f239a51604923c785907a966d73c27","25761f4e148e6dff7a5b200f","Make the Move (feat. pH-1)","SOOVI; pH-1","The Bottom","Gracie Abrams","3","","SUBMITTED"
"6f3524e509c761a9635b6698e8136d444b0fdfd96a3f69a4bb46bc2a4c9ae6aa","fae741ce34fae9e485ed15d1","MOON","i-dle","We (OUI) (Feat. sogumm)","jeebanoff; sogumm","3","","SUBMITTED"
"bca505483b169a2587be7484f2a1a6aa3dd66eb7eaf5c92a3b369da66210f369","47b3a709f87de07ea98337f2","Saturation in Delay, Love in Anger","City Girl; tiffi","Sit Around","City Girl; tiffi","4","","SUBMITTED"
"bca505483b169a2587be7484f2a1a6aa3dd66eb7eaf5c92a3b369da66210f369","af0ec6a4fd62a78f8d90eaeb","Saturation in Delay, Love in Anger","City Girl; tiffi","Lucid (feat. LILAC)","JIDA; Kate Kim","3","","SUBMITTED"
"bca505483b169a2587be7484f2a1a6aa3dd66eb7eaf5c92a3b369da66210f369","f1e4c3040ee2b8fbe0dbc824","Saturation in Delay, Love in Anger","City Girl; tiffi","Cloudy Thoughts","HYEJIN","4","","SUBMITTED"
"bca505483b169a2587be7484f2a1a6aa3dd66eb7eaf5c92a3b369da66210f369","6e2e1c9abae1fc6f7ae86a11","Saturation in Delay, Love in Anger","City Girl; tiffi","Tea Time","Disvstxr","5","","SUBMITTED"
"bca505483b169a2587be7484f2a1a6aa3dd66eb7eaf5c92a3b369da66210f369","2cb0a662cf0822f4d745342a","Saturation in Delay, Love in Anger","City Girl; tiffi","too afraid","hateful","4","","SUBMITTED"
"fb5d8e7e5a6d07e38fd1c0459741a3f7668b0b05b1c64e2ef9fc3d80f2fd8a82","8b58ebe9010f70d48e21c09a","Shoulder","Galdive","We (OUI) (Feat. sogumm)","jeebanoff; sogumm","4","","SUBMITTED"
"fb5d8e7e5a6d07e38fd1c0459741a3f7668b0b05b1c64e2ef9fc3d80f2fd8a82","60bc96fd265366ee1dada0d0","Shoulder","Galdive","My Gamecube Broke.",".Uzu","3","","SUBMITTED"
"fb5d8e7e5a6d07e38fd1c0459741a3f7668b0b05b1c64e2ef9fc3d80f2fd8a82","03b4f6e15aa4288c9ad276ac","Shoulder","Galdive","1-4-3","Nana Ou-Yang","5","","SUBMITTED"
"fb5d8e7e5a6d07e38fd1c0459741a3f7668b0b05b1c64e2ef9fc3d80f2fd8a82","b4494b24f08ecf38b81ccb4f","Shoulder","Galdive","Heart","chicken97","4","","SUBMITTED"
"fb5d8e7e5a6d07e38fd1c0459741a3f7668b0b05b1c64e2ef9fc3d80f2fd8a82","b3579ab4dd7e0418f3a8102d","Shoulder","Galdive","The Bottom","Gracie Abrams","3","","SUBMITTED"
"fb5d8e7e5a6d07e38fd1c0459741a3f7668b0b05b1c64e2ef9fc3d80f2fd8a82","7ee5c903d9deebdd04eeeb70","Shoulder","Galdive","Look At Me Now","Yayyoung","4","","SUBMITTED"
"4eeb9cbcb226d9d62cfa6bb75e9b31fb49ce963f99c60fdac39f709b294400d5","c3ecdc024b8516436b83348c","To My Youth","BOL4","Season of Memories","GFRIEND","4","","SUBMITTED"
"4eeb9cbcb226d9d62cfa6bb75e9b31fb49ce963f99c60fdac39f709b294400d5","2f319779fb314b0d170538ba","To My Youth","BOL4","11:11","TAEYEON","5","","SUBMITTED"
"4eeb9cbcb226d9d62cfa6bb75e9b31fb49ce963f99c60fdac39f709b294400d5","3d93a76faa28ca4562ebe4e9","To My Youth","BOL4","id T41104 (feat. 267)","W/N; 267","4","","SUBMITTED"
"4eeb9cbcb226d9d62cfa6bb75e9b31fb49ce963f99c60fdac39f709b294400d5","5aa5f4ec381461c2716bc83c","To My Youth","BOL4","bamsopoong","ILLIT","5","","SUBMITTED"
"4eeb9cbcb226d9d62cfa6bb75e9b31fb49ce963f99c60fdac39f709b294400d5","2b90d33fb739514a81ce490b","To My Youth","BOL4","vampire","Olivia Rodrigo","3","","SUBMITTED"
"4eeb9cbcb226d9d62cfa6bb75e9b31fb49ce963f99c60fdac39f709b294400d5","7c65f8d7bcd8704ae0b7a880","To My Youth","BOL4","Favorite Part","JO YURI","4","","SUBMITTED"
"4eeb9cbcb226d9d62cfa6bb75e9b31fb49ce963f99c60fdac39f709b294400d5","d8f44555c688a63e3e979df8","To My Youth","BOL4","Shouldn't Be","Luke Chiang","3","","SUBMITTED"
"4eeb9cbcb226d9d62cfa6bb75e9b31fb49ce963f99c60fdac39f709b294400d5","227d9fea8ba4f51012baf719","To My Youth","BOL4","If I Weren't Me","Katherine Li","4","","SUBMITTED"
"4248d24c98e2807e95b1d6d15403d705869c1cb6a0b89f8d21010f7dda44fdcb","c2bcad688779d29872472876","me2urs2ours","Yayyoung; Sojou Kim","for what","potsu","3","","SUBMITTED"
"4248d24c98e2807e95b1d6d15403d705869c1cb6a0b89f8d21010f7dda44fdcb","a9d4af3232dad0f94425b062","me2urs2ours","Yayyoung; Sojou Kim","Look At Me Now","Yayyoung","5","","SUBMITTED"
"4248d24c98e2807e95b1d6d15403d705869c1cb6a0b89f8d21010f7dda44fdcb","cda375729bd617b7cff39779","me2urs2ours","Yayyoung; Sojou Kim","Lucid (feat. LILAC)","JIDA; Kate Kim","4","","SUBMITTED"
"4248d24c98e2807e95b1d6d15403d705869c1cb6a0b89f8d21010f7dda44fdcb","fa89066154952a943b98056e","me2urs2ours","Yayyoung; Sojou Kim","My Gamecube Broke.",".Uzu","3","","SUBMITTED"
"4248d24c98e2807e95b1d6d15403d705869c1cb6a0b89f8d21010f7dda44fdcb","0ed43e7526bff230dac44f49","me2urs2ours","Yayyoung; Sojou Kim","门没锁","我是土豆","3","","SUBMITTED"
"4248d24c98e2807e95b1d6d15403d705869c1cb6a0b89f8d21010f7dda44fdcb","1a35b1c54cac0364d5a73de2","me2urs2ours","Yayyoung; Sojou Kim","2080","chicken97","4","","SUBMITTED"
"3de4506f139628aca0e551ac78fa3c24234c04135ec3ff3eb133375f3dd22a40","76704bb299616fd27eabd35c","11:11","TAEYEON","strawberry moon","IU","4","","SUBMITTED"
"3de4506f139628aca0e551ac78fa3c24234c04135ec3ff3eb133375f3dd22a40","290041b5c8d1b4d93e23000d","11:11","TAEYEON","Sunday (feat. HEIZE, Jay Park)","GroovyRoom; Heize; Jay Park","5","","SUBMITTED"
"3de4506f139628aca0e551ac78fa3c24234c04135ec3ff3eb133375f3dd22a40","c86432b453e24420d6989105","11:11","TAEYEON","Thirsty","aespa","4","","SUBMITTED"
"3de4506f139628aca0e551ac78fa3c24234c04135ec3ff3eb133375f3dd22a40","16853494cd238c0dfb7a8f71","11:11","TAEYEON","You Might (Feat. SHIRT)","g0nny; SHIRT","5","","SUBMITTED"
"3de4506f139628aca0e551ac78fa3c24234c04135ec3ff3eb133375f3dd22a40","026f87abdee08a81bb7b5e46","11:11","TAEYEON","SATELLITE","City Girl; Kelsey Kuan","3","","SUBMITTED"
"3de4506f139628aca0e551ac78fa3c24234c04135ec3ff3eb133375f3dd22a40","8a2577c7cb2668a5c748cff9","11:11","TAEYEON","Dear My All","Mingginyu","4","","SUBMITTED"
"80a1dbc43a2eee30189fc25c069e4bd1f5397cb8135508e8ae184efb146030d5","0c5936c926b05b48e671b3fa","Fresh Air","Maasho; Weston Estate","Look At Me Now","Yayyoung","2","","SUBMITTED"
"80a1dbc43a2eee30189fc25c069e4bd1f5397cb8135508e8ae184efb146030d5","6ffab14d2f1afcc5f8bd8f72","Fresh Air","Maasho; Weston Estate","Perfect Night","LE SSERAFIM","2","","SUBMITTED"
"80a1dbc43a2eee30189fc25c069e4bd1f5397cb8135508e8ae184efb146030d5","45eea3bab8a7c371a6229b51","Fresh Air","Maasho; Weston Estate","Make the Move (feat. pH-1)","SOOVI; pH-1","3","","SUBMITTED"
"80a1dbc43a2eee30189fc25c069e4bd1f5397cb8135508e8ae184efb146030d5","8c70e29ee56097c64a585a6b","Fresh Air","Maasho; Weston Estate","Die Right Here","david hugo","5","","SUBMITTED"
"3681cc7f614de3bd27d89265fc32067959cd3e429a66568cce6ac38e6ec7fd2e","952a27841b18e30b360acae1","DINOSAUR","AKMU","Flash Forward","LE SSERAFIM","4","","SUBMITTED"
"3681cc7f614de3bd27d89265fc32067959cd3e429a66568cce6ac38e6ec7fd2e","b7b2cb46c4d97508fe64f44e","DINOSAUR","AKMU","2080","chicken97","3","","SUBMITTED"
"3681cc7f614de3bd27d89265fc32067959cd3e429a66568cce6ac38e6ec7fd2e","4dc61134e0e7d3735a83d2f8","DINOSAUR","AKMU","You Never Know","BLACKPINK","4","","SUBMITTED"
"3681cc7f614de3bd27d89265fc32067959cd3e429a66568cce6ac38e6ec7fd2e","5701870e0cbedfd44fa41db8","DINOSAUR","AKMU","Smart","LE SSERAFIM","4","","SUBMITTED"
"64d83f237b4737e085854d15bcba58b673e362118078bd919b1aa36fc45124b3","e3cd901d48c27fa2ae9d6f00","CLOUT CHASER","Tiffany Day","Favorite Part","JO YURI","3","","SUBMITTED"
"64d83f237b4737e085854d15bcba58b673e362118078bd919b1aa36fc45124b3","487c9025a39c1215ddb779cf","CLOUT CHASER","Tiffany Day","Look At Me Now","Yayyoung","3","","SUBMITTED"
"8fcd23d21fcd8af060dd0ad0dce7d5277f11848c0d38b1c36214f9bfb3597f91","c595e35533c3833381a52cda","Wet Dreamz","J. Cole","Saturation in Delay, Love in Anger","City Girl; tiffi","1","this song is lofi and wet dreamz is like old school slow rap","SUBMITTED"
"8fcd23d21fcd8af060dd0ad0dce7d5277f11848c0d38b1c36214f9bfb3597f91","74fe2764363673c6932459dc","Wet Dreamz","J. Cole","You Are Enough",".Uzu; Clavita","1","same as before","SUBMITTED"
"8fcd23d21fcd8af060dd0ad0dce7d5277f11848c0d38b1c36214f9bfb3597f91","aeca238c359f437fce0ba6c9","Wet Dreamz","J. Cole","CLOUT CHASER","Tiffany Day","2","","SUBMITTED"
"8fcd23d21fcd8af060dd0ad0dce7d5277f11848c0d38b1c36214f9bfb3597f91","8bf63252627a9df29b0196f0","Wet Dreamz","J. Cole","Stoked","Weston Estate","3","","SUBMITTED"
"8fcd23d21fcd8af060dd0ad0dce7d5277f11848c0d38b1c36214f9bfb3597f91","98804bb658f81f3e6c972321","Wet Dreamz","J. Cole","Cloudy Thoughts","HYEJIN","1","same as ebfore","SUBMITTED"
"8fcd23d21fcd8af060dd0ad0dce7d5277f11848c0d38b1c36214f9bfb3597f91","86b23dea003b99361025d7ed","Wet Dreamz","J. Cole","Stay With Me","Teqkoi; Mouse","1","this is also lofi","SUBMITTED"
"f2e8e3f78cd7a430c5ac2b70561d9e561fe987cdc3e77903f53d6ea39a95ba11","8e0ee6a6cad5e8cec2106f56","Cloudy Thoughts","HYEJIN","Shoulder","Galdive","4","","SUBMITTED"
"f2e8e3f78cd7a430c5ac2b70561d9e561fe987cdc3e77903f53d6ea39a95ba11","ecc6d1710e767256aec1ba8c","Cloudy Thoughts","HYEJIN","(empty)","OuiOui","4","","SUBMITTED"
"f2e8e3f78cd7a430c5ac2b70561d9e561fe987cdc3e77903f53d6ea39a95ba11","1f4ae2e39fc7e86282f5b548","Cloudy Thoughts","HYEJIN","Look At Me Now","Yayyoung","4","","SUBMITTED"
"f2e8e3f78cd7a430c5ac2b70561d9e561fe987cdc3e77903f53d6ea39a95ba11","c4ae4a33ad52423109f4214d","Cloudy Thoughts","HYEJIN","1-4-3","Nana Ou-Yang","4","","SUBMITTED"
"f2e8e3f78cd7a430c5ac2b70561d9e561fe987cdc3e77903f53d6ea39a95ba11","b6319f2db99b0ce622175b7e","Cloudy Thoughts","HYEJIN","CLOUT CHASER","Tiffany Day","3","","SUBMITTED"
"1d98d120557a18a395fc662ed9abfdd08cd3eac882d5829b319ac84655951ee6","782a02401359e2bc56bd1d1e","strawberry moon","IU","Sunday (feat. HEIZE, Jay Park)","GroovyRoom; Heize; Jay Park","4","","SUBMITTED"
"1d98d120557a18a395fc662ed9abfdd08cd3eac882d5829b319ac84655951ee6","80e8aec1d4b828d5e8ba71b4","strawberry moon","IU","Heart","chicken97","3","","SUBMITTED"
"b40df052f7ae3eee8c3335bb16aa283e84a2d7238023967d2e8db7e8ab69b821","5ddc043cc6bf6cfc6eb82444","GANADARA (Feat. IU)","Jay Park; IU","Sunday (feat. HEIZE, Jay Park)","GroovyRoom; Heize; Jay Park","5","","SUBMITTED"
"b40df052f7ae3eee8c3335bb16aa283e84a2d7238023967d2e8db7e8ab69b821","d75fb4cfc12d1d2546725f96","GANADARA (Feat. IU)","Jay Park; IU","We (OUI) (Feat. sogumm)","jeebanoff; sogumm","4","","SUBMITTED"
"b40df052f7ae3eee8c3335bb16aa283e84a2d7238023967d2e8db7e8ab69b821","c33b04bd7e544e6fd6379374","GANADARA (Feat. IU)","Jay Park; IU","Look At Me Now","Yayyoung","3","","SUBMITTED"
"b40df052f7ae3eee8c3335bb16aa283e84a2d7238023967d2e8db7e8ab69b821","3c57c231e260ba55594003f2","GANADARA (Feat. IU)","Jay Park; IU","Thirsty","aespa","4","","SUBMITTED"
"1ef64124846748505547d02ea88edbf1c03f153d3ff1bb36d1e54db5acd4add2","2182483a541332a6ee98b505","It'll Be Ok","Yoandri","Lucid (feat. LILAC)","JIDA; Kate Kim","4","","SUBMITTED"
"1ef64124846748505547d02ea88edbf1c03f153d3ff1bb36d1e54db5acd4add2","47394d2f717241f49f7d4e33","It'll Be Ok","Yoandri","(empty)","OuiOui","4","","SUBMITTED"
"1ef64124846748505547d02ea88edbf1c03f153d3ff1bb36d1e54db5acd4add2","1adba794bae6fc811cb7973d","It'll Be Ok","Yoandri","We (OUI) (Feat. sogumm)","jeebanoff; sogumm","4","","SUBMITTED"
"1ef64124846748505547d02ea88edbf1c03f153d3ff1bb36d1e54db5acd4add2","1560071135e935e43080524f","It'll Be Ok","Yoandri","1-4-3","Nana Ou-Yang","4","","SUBMITTED"
"832a58741e1c2f73c730b6d3da0fdc4f74255829b442ff3f7d126a2b0ed03483","98a379352b6f15254514394d","If I Weren't Me","Katherine Li","1-4-3","Nana Ou-Yang","5","","SUBMITTED"
"832a58741e1c2f73c730b6d3da0fdc4f74255829b442ff3f7d126a2b0ed03483","fcd2cdc0974874e865298f94","If I Weren't Me","Katherine Li","慢冷","Ren Ran","4","","SUBMITTED"
"18fe4b64b066a91c76fd4f5fc90185745495346a9f5c1d4d7521bf86207fe9b2","98fd519cd2768c16fd4e8630","id T41104 (feat. 267)","W/N; 267","Tell Me","hyejin","4","","SUBMITTED"
"18fe4b64b066a91c76fd4f5fc90185745495346a9f5c1d4d7521bf86207fe9b2","55daae799541dacdc3c27d10","id T41104 (feat. 267)","W/N; 267","Shoulder","Galdive","4","","SUBMITTED"
"18fe4b64b066a91c76fd4f5fc90185745495346a9f5c1d4d7521bf86207fe9b2","d96e91365b0692631bf2fa85","id T41104 (feat. 267)","W/N; 267","(empty)","OuiOui","4","","SUBMITTED"
"18fe4b64b066a91c76fd4f5fc90185745495346a9f5c1d4d7521bf86207fe9b2","7b2d5b68830818e81a36b574","id T41104 (feat. 267)","W/N; 267","11:11","TAEYEON","4","","SUBMITTED"
"18fe4b64b066a91c76fd4f5fc90185745495346a9f5c1d4d7521bf86207fe9b2","c2067a2977863fc57f5e26af","id T41104 (feat. 267)","W/N; 267","Fade (Feat. Rachel Lim)","JIDA; Rachel Lim","4","","SUBMITTED"
"18fe4b64b066a91c76fd4f5fc90185745495346a9f5c1d4d7521bf86207fe9b2","aaf51ab5a2c28f0bc4229c0e","id T41104 (feat. 267)","W/N; 267","SATELLITE","City Girl; Kelsey Kuan","3","","SUBMITTED"
"18fe4b64b066a91c76fd4f5fc90185745495346a9f5c1d4d7521bf86207fe9b2","b5645c5a5d6c785ffd9f6dce","id T41104 (feat. 267)","W/N; 267","Love Always Leaves Me","오안과 편견; Lee Yerin","5","","SUBMITTED"
"18fe4b64b066a91c76fd4f5fc90185745495346a9f5c1d4d7521bf86207fe9b2","6e7f29d6e3bc73194e8a340e","id T41104 (feat. 267)","W/N; 267","Look At Me Now","Yayyoung","4","","SUBMITTED"
"18fe4b64b066a91c76fd4f5fc90185745495346a9f5c1d4d7521bf86207fe9b2","a82b810e61117c7e734f4871","id T41104 (feat. 267)","W/N; 267","1-4-3","Nana Ou-Yang","4","","SUBMITTED"
"35701814282faa0977fe9745e64e617a9a0c16f609777952a9f120d5d82ffb99","f9a9f6b46366824983af10d2","门没锁","我是土豆","Tell Me","hyejin","4","","SUBMITTED"
"35701814282faa0977fe9745e64e617a9a0c16f609777952a9f120d5d82ffb99","33d65b957f7130db56ca53a1","门没锁","我是土豆","2080","chicken97","4","","SUBMITTED"
"35701814282faa0977fe9745e64e617a9a0c16f609777952a9f120d5d82ffb99","8294544ac262180945001e47","门没锁","我是土豆","strawberry moon","IU","3","","SUBMITTED"
"80014e1012b0bfd558749cdf7ae78ea291cd3ed3dff1fc50495488f5634d3dc0","e74d31dc7fbf72472f729a5b","My Gamecube Broke.",".Uzu","Morning Walk","Park Bird","4","","SUBMITTED"
"80014e1012b0bfd558749cdf7ae78ea291cd3ed3dff1fc50495488f5634d3dc0","48a01903c65059f137cd7258","My Gamecube Broke.",".Uzu","Tea Time","Disvstxr","4","","SUBMITTED"
"80014e1012b0bfd558749cdf7ae78ea291cd3ed3dff1fc50495488f5634d3dc0","65f5bce08ded093c7e51d03c","My Gamecube Broke.",".Uzu","I'm Drunk And Confused","sagun","4","","SUBMITTED"
"80014e1012b0bfd558749cdf7ae78ea291cd3ed3dff1fc50495488f5634d3dc0","42c9b28bc379f5d85b468f37","My Gamecube Broke.",".Uzu","Pray","City Girl; tiffi","5","","SUBMITTED"
"80014e1012b0bfd558749cdf7ae78ea291cd3ed3dff1fc50495488f5634d3dc0","d0e924b48470808010b238e7","My Gamecube Broke.",".Uzu","Stay With Me","jrd.","4","","SUBMITTED"
"80014e1012b0bfd558749cdf7ae78ea291cd3ed3dff1fc50495488f5634d3dc0","9583cf2e64ccbac6ceb3d088","My Gamecube Broke.",".Uzu","Phantom Embrace","City Girl","5","","SUBMITTED"
"f8fcef6474d9aec16835df957c570d981ad2fe40a15b20aaaf1f7098b6801088","2b8c45a85f795b974eb906a2","You Never Know","BLACKPINK","SATELLITE","City Girl; Kelsey Kuan","2","","SUBMITTED"
"f8fcef6474d9aec16835df957c570d981ad2fe40a15b20aaaf1f7098b6801088","8c25bcf8e50c343c94e4848a","You Never Know","BLACKPINK","OMG","NewJeans","4","","SUBMITTED"
"f8fcef6474d9aec16835df957c570d981ad2fe40a15b20aaaf1f7098b6801088","0237a21c4b10bae2c751a4c5","You Never Know","BLACKPINK","MOON","i-dle","4","","SUBMITTED"
"f8fcef6474d9aec16835df957c570d981ad2fe40a15b20aaaf1f7098b6801088","af3ec159cf70161da0cc5c6b","You Never Know","BLACKPINK","DANCING ALONE","KiiiKiii","4","","SUBMITTED"
"3be7fee3323d95f512a4559edbf716374fe06d25a813bb879caaef7f58621fca","8418f662fbbfe10b180c713d","I'm Drunk And Confused","sagun","Saturation in Delay, Love in Anger","City Girl; tiffi","5","","SUBMITTED"
"3be7fee3323d95f512a4559edbf716374fe06d25a813bb879caaef7f58621fca","376f08f40da0a5c8d78a25a1","I'm Drunk And Confused","sagun","It'll Be Ok","Yoandri","3","","SUBMITTED"
"3be7fee3323d95f512a4559edbf716374fe06d25a813bb879caaef7f58621fca","b8d376716675aba9a5a8cea1","I'm Drunk And Confused","sagun","She loves the color green and I love her","City Girl","5","","SUBMITTED"
"c648344fd10017ba3ed9a7bf75abb0adc86e623f1660f778ec830fa1f216af13","888d63ef46b594831ebab7ed","Tea Time","Disvstxr","Fade (Feat. Rachel Lim)","JIDA; Rachel Lim","3","","SUBMITTED"
"c648344fd10017ba3ed9a7bf75abb0adc86e623f1660f778ec830fa1f216af13","81e44831099729f0e6b01c12","Tea Time","Disvstxr","Cloudy Thoughts","HYEJIN","4","","SUBMITTED"
"c648344fd10017ba3ed9a7bf75abb0adc86e623f1660f778ec830fa1f216af13","fb8f9c9d725b08c343569abf","Tea Time","Disvstxr","we used to talk every night","Elijah Who","5","","SUBMITTED"
"9578db334e29fb9611b16637e4a24a60ef739ab8f6ae36f4b0450875d6704ccf","fc27f0cc2b76573b1ed78f77","1-4-3","Nana Ou-Yang","Morning Walk","Park Bird","3","","SUBMITTED"
"9578db334e29fb9611b16637e4a24a60ef739ab8f6ae36f4b0450875d6704ccf","5f08d7a4b2476ae33f3001cf","1-4-3","Nana Ou-Yang","Heart","chicken97","4","","SUBMITTED"
"9578db334e29fb9611b16637e4a24a60ef739ab8f6ae36f4b0450875d6704ccf","6e9ef7007860284be04850b0","1-4-3","Nana Ou-Yang","Lucid (feat. LILAC)","JIDA; Kate Kim","4","","SUBMITTED"
"9578db334e29fb9611b16637e4a24a60ef739ab8f6ae36f4b0450875d6704ccf","7c6718c7b8faec1b67bb65b9","1-4-3","Nana Ou-Yang","idontwannabeyouanymore","Billie Eilish","4","","SUBMITTED"
"9578db334e29fb9611b16637e4a24a60ef739ab8f6ae36f4b0450875d6704ccf","3ba1b19a2751bcca5d9ab2f8","1-4-3","Nana Ou-Yang","2080","chicken97","4","","SUBMITTED"
"9578db334e29fb9611b16637e4a24a60ef739ab8f6ae36f4b0450875d6704ccf","f619fa6a33498835435de541","1-4-3","Nana Ou-Yang","Look At Me Now","Yayyoung","5","","SUBMITTED"
"3d726a0c290dbd4e8cbcbfc3b8f069cdc0816cf37e8a41a630873a556764a980","5e95fa645673a491a6cc6c5c","We (OUI) (Feat. sogumm)","jeebanoff; sogumm","Look At Me Now","Yayyoung","4","","SUBMITTED"
"3d726a0c290dbd4e8cbcbfc3b8f069cdc0816cf37e8a41a630873a556764a980","d73894b8dcaee1d86510a89b","We (OUI) (Feat. sogumm)","jeebanoff; sogumm","Lucid (feat. LILAC)","JIDA; Kate Kim","4","","SUBMITTED"
"3d726a0c290dbd4e8cbcbfc3b8f069cdc0816cf37e8a41a630873a556764a980","dc474e4bc5da5fca966763f7","We (OUI) (Feat. sogumm)","jeebanoff; sogumm","Tea Time","Disvstxr","3","","SUBMITTED"
"3d726a0c290dbd4e8cbcbfc3b8f069cdc0816cf37e8a41a630873a556764a980","058db45cb82c80e2c292004b","We (OUI) (Feat. sogumm)","jeebanoff; sogumm","(empty)","OuiOui","4","","SUBMITTED"
"340d81a903990a4a3eafd9cad57814e429a0f43e4059bba92c030062e3f3bbc4","a7d4858e62be95d05df93f4e","Smart","LE SSERAFIM","The Color Violet","Tory Lanez","2","","SUBMITTED"
"dc567b9e2501097b707550cec0a706812687db07238ad016e8eb9d2d594ee7ca","6b20b45ec66b7b91ea6fca89","Heart","chicken97","By My Side","JUNNY","4","","SUBMITTED"
"0e00d5f83cf0a866d465009a9ae23d5230fbcfe79ae838f765512d6b1ff392e9","8d8ceb4b13fc5d8304abbfae","2080","chicken97","Dear My All","Mingginyu","3","","SUBMITTED"
"0e00d5f83cf0a866d465009a9ae23d5230fbcfe79ae838f765512d6b1ff392e9","6774e7f932dca8f7e93d4504","2080","chicken97","Look At Me Now","Yayyoung","4","","SUBMITTED"
"0e00d5f83cf0a866d465009a9ae23d5230fbcfe79ae838f765512d6b1ff392e9","319e2d3812c35a62bc70fbb3","2080","chicken97","Heart","chicken97","4","","SUBMITTED"
"0e00d5f83cf0a866d465009a9ae23d5230fbcfe79ae838f765512d6b1ff392e9","1eaa125be47f4ef6dfc964b2","2080","chicken97","risk","lace","5","","SUBMITTED"
"a550971448faef534c90e0fa54c311626b9aa791ba7dd18fd277ae0bc2512466","ac6d8115dcff793c5b31656f","Stay With Me","Teqkoi; Mouse","m o v i e (Feat. Jade)","Stupinuts; Jade","2","","SUBMITTED"
"a550971448faef534c90e0fa54c311626b9aa791ba7dd18fd277ae0bc2512466","898453e640905c53a6e1b54f","Stay With Me","Teqkoi; Mouse","GET IT","keshi","3","","SUBMITTED"
"a550971448faef534c90e0fa54c311626b9aa791ba7dd18fd277ae0bc2512466","a50ad7b27dc172979f8c19ee","Stay With Me","Teqkoi; Mouse","me2urs2ours","Yayyoung; Sojou Kim","2","","SUBMITTED"
"a550971448faef534c90e0fa54c311626b9aa791ba7dd18fd277ae0bc2512466","603b8a68cffbe79bddcb2e0d","Stay With Me","Teqkoi; Mouse","summer","raph; EJEAN","3","","SUBMITTED"
"6c902523c414902cbf8fad5c76d57e6abe13d2e5bddf6d636d47c1feb0c0667a","97c667bd720d234adc086ba6","too afraid","hateful","Not Afraid","INTRN","4","","SUBMITTED"
"6c902523c414902cbf8fad5c76d57e6abe13d2e5bddf6d636d47c1feb0c0667a","3024cd3ff8aa84615d371f02","too afraid","hateful","Lucid (feat. LILAC)","JIDA; Kate Kim","3","","SUBMITTED"
"6c902523c414902cbf8fad5c76d57e6abe13d2e5bddf6d636d47c1feb0c0667a","4238d008a785f3e1a0930df2","too afraid","hateful","Celestial Angel","City Girl","4","","SUBMITTED"
